,daily,temp,humidity,precip,windspeed
2018-03-16,28.033,3.7,88.9,10.03,33.1
2018-03-17,22.04,0.7,72.4,0.561,38.3
2018-03-20,34.902,2.9,67.1,0.0,12.1
2018-03-21,29.63,5.9,82.8,0.026,36.1
2018-03-23,27.707,7.2,80.4,9.409,37.7
2018-03-24,23.2,5.3,76.5,0.026,22.7
2018-03-25,28.54,5.5,76.0,0.073,22.6
2018-03-26,11.8,4.4,73.5,0.01,12.9
2018-03-27,28.4,5.9,89.0,2.585,21.2
2018-03-28,7.03,4.6,82.1,1.282,21.4
2018-03-29,16.166,2.4,86.9,0.172,25.1
2018-03-31,39.69,3.3,88.5,3.36,26.1
2018-04-01,9.934000000000001,2.9,74.0,0.055,12.0
2018-04-02,2.477,1.3,89.6,2.555,30.3
2018-04-04,27.56,1.6,96.1,11.28,20.2
2018-04-05,42.181,3.9,75.1,8.366,26.3
2018-04-06,4.21,6.5,79.1,0.661,24.1
2018-04-07,31.679000000000002,9.0,82.5,1.533,15.4
2018-04-08,14.02,8.8,85.0,1.502,13.1
2018-04-09,52.400000000000006,7.7,90.5,0.184,16.1
2018-04-10,12.8,5.5,96.1,1.759,28.5
2018-04-11,76.64099999999999,5.8,93.3,0.325,23.1
2018-04-12,18.529,5.8,90.6,0.095,28.0
2018-04-15,28.083,8.2,87.2,0.205,24.0
2018-04-17,5.054,11.8,75.6,2.663,36.0
2018-04-23,5.02,9.8,80.6,0.765,35.6
2018-04-24,17.85,9.4,75.7,1.015,31.8
2018-04-28,41.698,6.8,82.3,1.19,17.5
2018-04-29,83.376,6.3,76.7,0.26,14.6
2018-04-30,48.721999999999994,6.4,72.9,0.111,15.1
2018-05-02,11.06,8.5,75.1,4.352,25.5
2018-05-04,5.71,11.9,85.4,0.337,28.2
2018-05-05,54.227000000000004,12.9,83.9,0.0,24.7
2018-05-06,4.11,14.6,76.6,0.0,24.5
2018-05-08,85.194,12.2,80.6,0.972,24.2
2018-05-09,5.08,8.9,83.8,1.515,27.8
