,daily,temp,humidity,precip,windspeed
2017-03-03,48.821,2.7,88.5,0.153,20.1
2017-03-04,72.19999999999999,4.7,96.4,13.167,25.5
2017-03-05,121.06700000000001,4.5,92.0,3.593,7.9
2017-03-06,17.114,4.5,89.3,0.689,9.3
2017-03-07,72.021,4.7,85.0,0.357,18.2
2017-03-08,77.146,7.2,83.0,2.431,41.3
2017-03-10,72.798,5.2,91.2,0.335,7.5
2017-03-11,25.487,9.5,89.8,0.935,18.5
2017-03-12,44.5,8.7,88.9,0.582,19.9
2017-03-13,68.396,8.8,75.9,0.016,30.8
2017-03-14,120.344,9.9,72.1,0.079,52.0
2017-03-15,90.137,8.7,78.3,0.046,34.1
2017-03-16,88.17699999999999,8.2,78.8,0.745,41.0
2017-03-17,113.47399999999999,6.6,89.7,2.196,32.2
2017-03-18,6.49,7.2,91.5,3.662,16.6
2017-03-19,3.07,9.1,81.6,4.717,33.9
2017-03-20,8.944,5.9,80.5,2.614,36.0
2017-03-21,8.376,2.6,85.0,3.007,36.2
2017-03-22,50.15,1.9,84.9,1.065,32.0
2017-03-23,8.495,5.3,77.4,1.537,28.7
2017-03-24,7.946,5.0,76.9,0.101,15.4
2017-03-27,17.712,6.4,81.2,0.0,16.7
2017-03-28,8.719,6.7,89.7,0.111,14.1
2017-03-29,45.059,8.3,95.1,2.432,16.4
2017-03-30,67.458,11.7,87.4,1.613,19.0
2017-03-31,61.492000000000004,11.7,84.3,5.071,33.5
2017-04-01,15.290000000000001,10.5,79.7,2.469,20.2
2017-04-02,3.08,8.3,72.6,0.0,22.0
2017-04-03,19.67,8.2,79.0,0.221,30.9
2017-04-04,51.44,9.3,70.4,0.595,33.9
2017-04-05,66.208,9.3,66.5,0.0,27.0
2017-04-06,25.55,9.3,76.0,0.0,28.1
2017-04-07,51.766,9.4,76.6,0.0,20.9
2017-04-08,65.72,9.6,71.1,0.0,20.7
2017-04-09,34.678,8.6,78.8,0.052,29.1
2017-04-10,109.462,8.6,64.5,0.06,27.1
2017-04-11,2.339,9.1,77.1,0.0,41.5
2017-04-12,70.15299999999999,9.8,67.2,0.046,33.0
2017-04-13,8.939,7.8,72.3,0.058,26.7
2017-04-14,21.973,7.9,77.6,0.521,24.2
